PC1,PC2,PC3,PC4,PC5
1.0115055415636538,-5.599019762653132,0.7611341655458658,0.10198583428139599,-0.24235761969164013
-8.949173594620229,1.568800554018339,1.0023690198567157,-1.5236635216238996,-1.1737577424572623
2.646889245319668,1.3338542810932952,-4.958289836868153,-2.375705670789311,1.1044653358191845
-0.3084335362779412,2.9683477947259025,-4.689336446565023,3.155726699085545,3.8726879053743324
-1.2303121571050029,-2.7046499020007944,-3.6967302780203664,-2.627627315227007,0.3081061350594508
3.4262499618063567,-2.390648022844893,4.065690999340778,-3.0359453625256023,1.3389064684195258
8.249432224531068,2.9225362473995555,-0.8862928812498349,-0.6961112028622358,-1.1017419659376462
2.506725370024081,-2.9917301402292695,3.014787484566852,-2.579205294449819,1.24959419211316
4.907742645072236,0.6075174644437826,-1.2375857606320502,-1.1801551468690268,0.5866865335534027
3.172399716506597,0.30144138747846677,-5.842323323641685,-0.3009500660493468,-1.1614901868257974
3.203683057295409,-2.680648481612718,3.7565311503407512,-2.7540486798198573,1.3217056076290246
3.234102128793614,0.8692405334728237,-5.699002724917202,-0.8706114150811632,0.10446928787631726
7.018630289823725,1.940163214870929,-0.6056797845836923,-0.8055870894642756,1.1323075978451373
6.61302753327682,0.8039570339220725,0.9414509075166436,-1.0214544872749178,0.06399539227138921
-7.342174394459631,-0.7547931716804749,-0.22762656279032414,-2.1572917751388503,0.223436644973146
-0.7219165207476351,3.0490858000881382,7.035065370794739,-0.28989382372397177,0.5244471065935528
-8.627187452418292,-0.035616274427395594,0.1965876427183868,1.011324468479167,2.1201998062493863
2.9910582237721046,-5.122608448657601,2.244979542705451,0.6712214704535692,-0.5363523864789204
4.405625235611804,0.43915303166051045,0.2363750984857511,-2.4772989982480618,0.5665315331351398
2.223167498604169,-2.024764713371118,3.4150929227825495,-4.235834665405964,2.146787218157148
1.3087302838143187,-2.8778576594879457,2.432354106026524,-3.525678982819762,2.8337574590909473
4.532542169642563,7.3304520728464295,1.13695597411799,0.3104453462437563,0.533050839657438
3.5857264787934175,-3.9587278164501587,3.172191566928599,-0.7149722853469733,-1.1979957333503168
2.054141602740755,8.918294945620147,2.853574016902212,1.626870608413651,-1.144827579404991
-8.003986505168148,0.39696477117375356,0.31626488888199183,-2.158691327964491,0.6818376759849174
2.686931628813242,-4.427676962224737,2.390351369115048,-0.43308895469664466,0.45850074167332666
-2.742287450157972,2.791997381270653,-2.3346742622893646,-0.31072863088690617,0.09474810110154802
2.1730354872606132,-4.769102088559487,1.9012921370154625,-0.2992951446823805,0.40103441093060266
-0.587425451562954,5.951055870039375,2.5437622570048664,0.29762389952128193,0.31864768290616524
1.3273969730615,-5.606919479932117,0.8615224629443405,0.3569662931478777,-0.5047292529179351
2.512876020404678,8.19884255039255,4.206673519403465,0.4106835242991408,0.2739030342873524
3.2898206029973647,3.6952075481119215,2.2271174918527077,1.5557083747904097,0.024223779390931864
-2.539305977676981,5.636179665127882,-1.993406139132263,-0.7999231981927377,0.31115488781494954
2.7627058176638375,-0.515685759391775,-5.455512660369198,-0.02395959569715988,-0.2543450365426081
2.6406943241843592,-1.308042372911389,3.9831737782356904,-5.122913591098982,0.885161168057883
-6.6500728152675235,-1.9870728263557145,-0.8358821316084171,-1.9203425592374304,0.5648359599434162
-9.42538435096291,2.13813757058633,1.2356189273237663,-1.3047737677245772,0.4209492584519553
2.4803354760371374,7.095567753726266,2.5350548321046715,1.331467318034225,0.24303740574040472
-3.6609179759572656,5.777747809495312,-1.4973247075847127,-0.18285229995774013,0.2650552874646337
-2.0572874923332334,7.2472118764983655,-1.9151708445812008,0.8347199739883872,-2.476809915634893
-8.35031125229498,0.05170342722084913,0.35873597793692386,-0.2888580697435837,-1.8995837376068594
1.8814362560175046,5.7008639535162,2.541117379803881,2.8458896330754353,-0.8124294861155362
0.8203057708461858,0.47422927289715683,-4.39862964866906,-3.6120695089646047,1.4357141117353445
-8.018439813000043,-0.6648030733130637,-0.08011380870820804,-0.37453137346154197,-0.10581327808647639
5.96241894603604,1.767656369997819,0.8673860511372739,-2.6285908076594993,1.4145472198515758
0.8171452902364414,1.1722529532880677,1.174833737083598,3.0540807147856652,4.308881080036242
-2.9037932844849363,-0.6156150138268526,3.3970008092992288,3.3526440340484083,2.1948561309361065
-8.655537828409782,-1.1389994451900656,-0.416574184536558,1.4589730246396544,3.803327969515956
7.364453637332667,1.0512111318029862,-0.11328989260009767,0.020081760932893794,-0.9329037123719025
-1.5412542171628196,4.0829544291459365,-3.0211445499982603,1.4605342269692145,-0.4523137868990293
-0.3636288655565854,7.73844800283845,2.752777593624074,2.483842240894215,1.0098806830609717
6.951184298392746,2.0473004486265727,-0.3193902667262278,-1.256473257463146,0.7785583579074394
-7.314677005795583,-1.0331807354965563,-0.33225627774985145,-1.5674337039973445,-0.13074415525746055
-0.4539046758582552,5.71293499000426,-3.2273404562876493,3.4425852630910847,-0.40476032876400825
2.6162924767782543,-5.630376277902855,1.8371197901973095,0.9382076450600279,-1.158269658415369
2.781475683433916,-0.25526932018695325,-6.217902844996367,0.8013410641423617,4.521570677051091
-2.3736433164454387,2.9305478253081136,-3.276113891296112,2.9221218564239573,4.084177219464981
7.39909388104903,3.457197406780261,-0.8343860696637855,-2.166943864069795,0.1925903701247755
-7.29955055215603,-0.6698083064462175,-0.22503142412212174,-2.3034518608014354,1.1154974527765587
-2.2777171804450815,1.9835652947423537,5.091214523790116,-1.061118882344626,0.3432781254159129
0.57801624356142,-0.12597366562697343,-4.12722258243159,-3.4882561136693857,-0.17396332698129163
-0.11557425174360998,-1.2631230951140906,-4.208608157963091,-2.7158162030992776,1.3928624505837892
-8.574099381276909,0.47211746984753955,0.536159027567308,-0.057227804381335436,-1.6338929167207459
2.582663041022303,-2.9470700311903815,-6.866491887563729,3.733163317531825,2.192993232125734
0.15400079843962905,2.6085647595982033,7.226813723577897,0.15833795127864725,-0.12254322506960451
